Litologia     codigo      prof  dens       gama       rho        vel
embasamento     5         744   2.72E+00   7.10E-01   1.33E+06   5.32E+00
embasamento     5         745   2.81E+00   7.43E-01   1.38E+06   5.49E+00
embasamento     5         746   2.86E+00   7.30E-01   1.29E+06   5.33E+00
embasamento     5         747   2.85E+00   7.85E-01   1.33E+06   4.82E+00
embasamento     5         748   2.78E+00   7.34E-01   1.09E+06   5.06E+00
embasamento     5         749   2.79E+00   7.04E-01   1.33E+06   4.67E+00
embasamento     5         750   2.84E+00   6.90E-01   1.23E+06   4.88E+00
embasamento     5         751   2.80E+00   7.03E-01   1.20E+06   5.24E+00
embasamento     5         752   2.79E+00   5.92E-01   1.24E+06   4.68E+00
embasamento     5         753   2.81E+00   7.04E-01   1.49E+06   4.96E+00
embasamento     5         754   2.76E+00   6.80E-01   1.34E+06   4.54E+00
embasamento     5         755   2.73E+00   7.38E-01   1.29E+06   5.01E+00
embasamento     5         756   2.81E+00   6.79E-01   1.20E+06   4.71E+00
embasamento     5         757   2.86E+00   7.19E-01   1.47E+06   5.06E+00
embasamento     5         758   2.79E+00   7.36E-01   1.31E+06   5.14E+00
embasamento     5         759   2.83E+00   7.64E-01   1.28E+06   5.50E+00
embasamento     5         760   2.81E+00   6.81E-01   1.37E+06   5.18E+00
embasamento     5         761   2.82E+00   7.25E-01   1.22E+06   5.49E+00
embasamento     5         762   2.78E+00   7.15E-01   1.31E+06   5.12E+00
embasamento     5         763   2.76E+00   6.72E-01   1.43E+06   5.21E+00
embasamento     5         764   2.77E+00   7.80E-01   1.31E+06   4.95E+00
embasamento     5         765   2.82E+00   6.58E-01   1.24E+06   5.33E+00
embasamento     5         766   2.79E+00   6.92E-01   1.15E+06   4.68E+00
embasamento     5         767   2.82E+00   6.53E-01   1.28E+06   5.18E+00
embasamento     5         768   2.81E+00   6.88E-01   1.36E+06   5.36E+00
embasamento     5         769   2.88E+00   6.55E-01   1.30E+06   4.86E+00
embasamento     5         770   2.79E+00   7.12E-01   1.34E+06   5.04E+00
embasamento     5         771   2.78E+00   7.83E-01   1.21E+06   4.89E+00
embasamento     5         772   2.83E+00   6.56E-01   1.41E+06   5.34E+00
embasamento     5         773   2.82E+00   6.99E-01   1.30E+06   5.48E+00
embasamento     5         774   2.81E+00   7.40E-01   1.28E+06   5.32E+00
embasamento     5         775   2.80E+00   7.13E-01   1.20E+06   5.59E+00
embasamento     5         776   2.90E+00   6.94E-01   1.14E+06   4.15E+00
embasamento     5         777   2.81E+00   6.85E-01   1.30E+06   4.78E+00
embasamento     5         778   2.84E+00   6.95E-01   1.33E+06   4.85E+00
embasamento     5         779   2.81E+00   7.51E-01   1.39E+06   5.07E+00
embasamento     5         780   2.85E+00   6.22E-01   1.38E+06   5.37E+00
embasamento     5         781   2.83E+00   6.39E-01   1.19E+06   4.94E+00
embasamento     5         782   2.83E+00   7.56E-01   1.32E+06   4.65E+00
embasamento     5         783   2.83E+00   6.70E-01   1.38E+06   5.06E+00
embasamento     5         784   2.78E+00   7.18E-01   1.34E+06   5.18E+00
embasamento     5         785   2.78E+00   6.84E-01   1.29E+06   5.41E+00
embasamento     5         786   2.78E+00   7.14E-01   1.30E+06   4.63E+00
embasamento     5         787   2.79E+00   7.69E-01   1.29E+06   4.38E+00
embasamento     5         788   2.79E+00   6.77E-01   1.33E+06   4.99E+00
embasamento     5         789   2.72E+00   7.18E-01   1.41E+06   4.98E+00
embasamento     5         790   2.80E+00   6.76E-01   1.22E+06   5.12E+00
embasamento     5         791   2.79E+00   6.50E-01   1.26E+06   4.91E+00
embasamento     5         792   2.81E+00   7.23E-01   1.23E+06   4.74E+00
embasamento     5         793   2.83E+00   6.78E-01   1.40E+06   4.91E+00
embasamento     5         794   2.83E+00   7.51E-01   1.24E+06   4.53E+00
embasamento     5         795   2.86E+00   7.03E-01   1.27E+06   5.49E+00
